latitude,longitude,depth,utc_timestamp
-22.42708,63.85443,3.863,1440986937
-21.35296,63.94481,7.44,1441000440
-21.17139,64.0601,5.518,1441002203
-21.14857,63.92673,6.863,1441013720
-21.24197,64.05047,3.519,1441015703
-21.1591,64.02978,4.699,1441030129
-21.99206,63.9236,5.259,1441033249
-21.99329,63.91998,5.849,1441034176
-22.01119,63.91663,7.82,1441037092
-22.40271,63.84115,5.775,1441049735
-22.76192,63.87111,4.126,1441051817
-22.30202,63.89706,7.586,1441061616
-21.38586,64.0391,3.73,1441063127
-21.39488,64.03659,5.955,1441063245
-21.51294,64.00683,5.563,1441070460
-21.59191,63.97847,7.953,1441071394
-21.28752,63.92706,6.814,1441079916
-21.39064,64.04275,4.536,1441089389
-21.62064,63.69622,7.271,1441092394
-22.6803,63.7917,5.351,1441097612
-22.64606,63.79693,4.887,1441106069
-21.14634,64.07115,6.522,1441126428
-22.2333,63.88431,4.587,1441147839
-21.28847,63.98014,5.519,1441147872
-22.23999,63.87342,6.753,1441151593
-21.16657,63.93011,6.192,1441158060
-21.14885,64.06005,5.905,1441175398
-22.63682,63.80507,5.512,1441183336
-21.42488,64.01687,5.658,1441183791
-21.4065,64.0211,2.915,1441189953
-23.00259,63.75667,9.146,1441216644
-23.02174,63.74745,9.594,1441216682
-22.93008,63.7118,5.712,1441217322
-22.95374,63.75936,10.147,1441217567
-23.01517,63.75031,8.579,1441222951
-23.00571,63.75533,9.864,1441230608
-22.39226,63.85722,1.898,1441238832
-21.54913,63.9734,7.319,1441241964
-21.7614,63.9371,9.313,1441243845
-21.91486,63.91214,9.058,1441249363
-22.47255,63.87047,2.215,1441254345
-21.59663,63.98014,7.713,1441256119
-21.58097,63.98965,8.496,1441257540
-21.61241,63.97524,8.1,1441257552
-21.60786,63.98309,8.914,1441257645
-21.59932,63.97558,6.971,1441257729
-21.5954,63.98218,8.171,1441258623
-22.4768,63.87347,2.673,1441304053
-22.08596,63.8793,4.543,1441324269
-21.34527,63.94294,5.984,1441341345
-22.07211,63.89692,4.876,1441367196
-22.06918,63.89378,4.169,1441367341
-22.0696,63.89088,4.414,1441367464
-22.06878,63.89701,4.201,1441367902
-22.07618,63.89251,4.172,1441368182
-22.07248,63.89469,4.039,1441368983
-21.24427,64.11535,4.891,1441404706
-22.96567,63.81518,8.645,1441408154
-22.10941,63.89259,4.393,1441416322
-22.10565,63.89006,5.048,1441416373
-22.07221,63.85961,8.595,1441417170
-22.09262,63.8829,4.999,1441462247
-22.00384,63.9157,7.505,1441480287
-22.99031,63.76036,10.63,1441515751
-22.95889,63.76148,10.453,1441516795
-22.96852,63.7701,0.135,1441527275
-22.92889,63.7544,8.493,1441528147
-21.168,63.9143,5.841,1441545735
-21.23355,64.04913,4.7,1441570517
-21.24473,64.05114,5.189,1441573557
-21.24374,64.05088,5.271,1441573687
-21.24902,64.04824,4.705,1441573776
-21.23751,64.05078,5.187,1441574706
-21.99461,63.91562,6.981,1441579228
-21.78621,63.95974,6.585,1441678491
-21.39177,63.94168,8.489,1441695518
-21.24254,64.04865,4.614,1441900952
-23.26628,63.64791,6.842,1441904592
-21.26396,64.05412,5.619,1441910933
-21.16006,63.99222,5.907,1441911500
-21.2625,64.10835,5.308,1441921054
-23.34265,63.67418,6.555,1441923448
-21.43209,64.00797,6.63,1441926640
-21.34668,63.95079,7.014,1441968225
-21.34961,64.12428,4.007,1441974260
-22.51869,63.85892,4.984,1441975619
-22.50146,63.8442,3.177,1441975718
-23.30947,63.66884,9.327,1441979666
-23.2522,63.61765,6.787,1441979676
-22.09965,63.88242,3.715,1442005782
-22.08027,63.90019,3.456,1442008003
-22.07254,63.89267,3.997,1442015658
-22.06947,63.90448,3.188,1442020401
-23.3027,63.6352,9.466,1442039847
-21.39161,64.04075,5.452,1442040113
-21.15813,64.0239,3.709,1442054301
-21.995,63.90738,4.402,1442063519
-21.37907,64.04251,2.762,1442096472
-21.53706,63.96532,7.591,1442132185
-22.44107,63.87461,4.761,1442135064
-21.42407,64.0191,3.724,1442144712
-21.42483,63.9329,7.888,1442181753
-21.34165,63.94598,5.535,1442191270
-21.35339,64.12447,6.691,1442201156
-21.36248,64.12099,3.07,1442201581
-21.35851,64.12323,4.475,1442201936
-21.12007,64.03772,5.438,1442202457
-21.3977,63.94344,7.818,1442215222
-21.34958,64.12365,6.94,1442221346
-22.03875,63.89645,5.075,1442222037
-21.35717,64.12089,3.738,1442223791
-21.71142,63.94727,1.053,1442239783
-21.25459,63.9305,3.762,1442241844
-21.36835,63.94883,6.581,1442246682
-22.0908,63.92302,5.118,1442253735
-22.09374,63.93121,2.816,1442254177
-22.08273,63.90575,7.005,1442254198
-22.08336,63.91961,5.463,1442256357
-22.0868,63.90951,6.985,1442260801
-22.0824,63.90844,7.042,1442263081
-22.08724,63.92375,4.155,1442267564
-21.18597,63.90453,4.193,1442280160
-21.18435,63.89417,1.812,1442280314
-22.08839,63.9176,5.459,1442289503
-22.63183,63.84489,5.724,1442294405
-22.0029,63.91945,7.252,1442296246
-21.38214,64.0421,3.43,1442303866
-21.24353,64.11424,5.317,1442311986
-21.43764,64.01234,5.584,1442329442
-22.09598,63.92255,6.677,1442363857
-21.15247,63.94881,7.706,1442389780
-22.30173,63.88678,6.552,1442393023
-22.10818,63.94545,6.366,1442431290
-22.1092,63.9329,8.134,1442431495
-22.11193,63.93101,8.824,1442431598
-22.11133,63.93082,8.609,1442431611
-22.10914,63.93802,6.497,1442431648
-21.5216,64.00535,6.009,1442434740
-22.10861,63.92543,6.55,1442475893
-22.10602,63.92788,6.084,1442483515
-22.1023,63.93062,6.321,1442483521
-22.09139,63.88639,5.837,1442484095
-22.06177,63.90134,3.931,1442492646
-22.6476,63.84983,1.975,1442493569
-22.64852,63.84833,1.918,1442493578
-22.66517,63.83889,4.595,1442493614
-22.66253,63.83727,4.92,1442493827
-22.6627,63.83903,4.631,1442494741
-22.00234,63.90789,7.825,1442499808
-22.65945,63.84843,5.058,1442501925
-21.42039,63.93799,5.965,1442504078
-21.4238,63.94676,7.363,1442504992
-21.35671,64.12094,2.716,1442506296
-21.5087,64.00771,7.076,1442509542
-21.50111,64.00842,5.307,1442517629
-21.35445,64.12132,3.54,1442523320
-21.2443,64.11515,4.574,1442528499
-21.53688,64.02216,7.061,1442530594
-22.00879,63.88174,4.081,1442566755
-22.02234,63.8838,4.874,1442569691
-21.14647,64.05692,2.736,1442576750
-21.35463,64.12219,2.917,1442580474
-21.23703,64.12303,5.497,1442606693
-22.00171,63.91345,7.578,1442620232
-21.25709,64.05372,4.801,1442640148
-22.23217,63.88176,7.609,1442659297
-22.23177,63.87914,8.06,1442659359
-22.24173,63.88513,5.155,1442659513
-22.23836,63.88264,6.496,1442659533
-22.23802,63.88403,6.992,1442659707
-22.24408,63.88133,5.362,1442660378
-22.2294,63.88983,7.212,1442660422
-22.23144,63.88959,6.772,1442662321
-22.23908,63.88242,6.442,1442673566
-22.23757,63.87815,6.602,1442674078
-22.23384,63.88693,5.935,1442674113
-22.22916,63.89037,6.52,1442674185
-22.25947,63.87177,3.647,1442674312
-22.22949,63.89233,6.555,1442674320
-22.23413,63.88796,6.834,1442674644
-22.25033,63.88108,3.894,1442674802
-22.22528,63.8918,7.369,1442674884
-22.22121,63.8912,7.286,1442675063
-22.2502,63.86945,7.368,1442675599
-22.22731,63.89679,6.461,1442676229
-22.23088,63.88626,7.226,1442676235
-22.24879,63.8764,4.725,1442676283
-22.24238,63.87777,7.302,1442676350
-22.26101,63.87328,1.144,1442676593
-22.24155,63.87618,6.5,1442676675
-22.24856,63.87394,2.822,1442676932
-22.25987,63.87424,2.438,1442676997
-22.41798,63.85698,1.812,1442692217
-21.15129,64.04889,10.211,1442707720
-22.21684,63.90924,5.35,1442722813
-22.22165,63.90305,4.976,1442725210
-22.21376,63.90585,6.619,1442725238
-22.22803,63.89469,7.493,1442728876
-22.22746,63.89315,7.303,1442728886
-22.22591,63.90006,6.985,1442728914
-22.23085,63.89114,7.487,1442728933
-22.2107,63.90792,6.48,1442729033
-22.2211,63.90128,6.132,1442730306
-21.62837,63.88089,4.097,1442755821
-22.24725,63.95242,9.629,1442764565
-22.24277,63.8819,5.603,1442768288
-21.23185,64.04814,5.446,1442784002
-21.23114,64.04842,4.152,1442784012
-22.53757,63.88224,7.534,1442821487
-21.98913,63.88521,6.76,1442823324
-22.04685,63.8951,5.13,1442887508
-22.87396,63.7849,8.84,1442897025
-22.53713,63.89001,8.264,1442898389
-21.14131,63.95818,8.502,1442909075
-21.13873,63.95521,8.729,1442909898
-22.25313,63.88288,5.62,1442920058
-22.0435,63.89887,4.386,1442942575
-23.31505,63.68016,12.98,1442957246
-23.21979,63.67776,2.914,1442957446
-21.1895,64.0546,5.393,1442967962
-21.31795,63.95042,5.07,1442984946
-22.07568,63.9113,6.146,1443007865
-21.23634,64.04863,4.577,1443015766
-23.12797,63.72087,7.326,1443035328
-23.07599,63.70678,7.673,1443035367
-22.38317,63.87419,6.667,1443050452
-21.68457,63.92688,7.945,1443051902
-22.48466,63.93571,8.531,1443057838
-21.096,63.96478,5.316,1443064445
-21.39775,64.02155,3.229,1443082418
-21.26207,64.05689,5.038,1443123267
-21.26323,64.05456,6.346,1443133671
-21.52217,64.01888,1.144,1443155298
-21.25718,64.05286,4.775,1443169033
-21.38874,63.9446,7.831,1443180361
-21.16343,63.94283,7.893,1443196840
-21.23475,64.05074,4.722,1443205740
-22.2299,63.88686,6.971,1443209037
-22.25438,63.87503,3.832,1443209226
-21.61428,64.02888,8.98,1443228192
-21.86017,63.99639,4.745,1443229463
-22.18675,63.89711,6.325,1443240702
-22.20382,63.85421,0.043,1443303088
-21.07849,64.15504,0.144,1443329095
-22.1275,63.91704,4.874,1443405226
-22.14044,63.94373,4.748,1443405378
-21.39393,64.06055,3.433,1443432165
-21.17616,63.91816,3.587,1443440321
-21.24092,64.05299,5.639,1443444914
-21.18023,63.92531,5.436,1443448123
-21.71874,63.91775,9.468,1443557697
-21.39344,64.0399,3.183,1443602245
-21.23136,64.04966,4.944,1443643542
-21.56396,63.94678,11.728,1443643576
-22.95308,63.75978,10.384,1443661699
-22.97466,63.74793,10.026,1443662067
-21.14662,63.94713,8.344,1443673512
-21.16034,63.92014,6.895,1443705669
-21.52512,63.96897,7.062,1443712754
-21.16728,63.64021,1.338,1443771755
-22.27352,63.85877,1.588,1443791369
-22.01615,63.90656,5.472,1443792613
-23.30097,63.68493,7.944,1443796562
-21.56159,64.0312,5.279,1443808858
-21.18554,64.06091,5.465,1443812196
-21.37032,63.9455,7.577,1443845279
-22.38516,63.8692,5.875,1443910195
-22.38359,63.87269,6.658,1443910241
-21.52933,64.02173,3.289,1443916253
-21.27234,63.96465,5.35,1443976668
-21.21027,64.0631,3.602,1443985028
-21.19084,64.0611,5.69,1443988191
-21.25683,64.0573,5.943,1444020723
-22.01996,63.9073,0.135,1444041373
-22.00964,63.91989,5.965,1444087267
-22.79449,63.80285,5.633,1444092114
-21.37722,63.95337,6.161,1444178357
-21.29229,64.05163,7.313,1444186638
-21.5015,64.03971,6.187,1444203102
-22.79993,63.81596,6.851,1444224377
-21.29757,64.09234,4.944,1444226552
-21.29255,64.09971,4.463,1444238696
-21.30037,64.09151,4.159,1444244346
-21.29847,64.09178,4.127,1444244399
-21.29827,64.09325,3.67,1444244578
-21.29437,64.09555,4.215,1444245702
-21.29478,64.09541,4.351,1444246317
-23.48114,63.68437,0.135,1444248962
-21.50326,63.97761,5.769,1444255022
-21.50382,63.98012,6.013,1444255446
-21.49681,63.98292,6.282,1444262623
-21.21007,63.94373,7.456,1444265633
-21.49506,63.98468,5.988,1444267956
-21.49512,63.97969,6.509,1444268320
-21.97051,63.90818,6.947,1444291749
-22.83481,63.79886,7.264,1444292247
-22.82476,63.80205,7.389,1444293543
-22.82373,63.79345,7.369,1444295961
-23.26744,63.60867,9.995,1444313011
-21.25348,64.06638,5.24,1444323140
-21.25448,64.06519,4.811,1444323186
-21.24859,64.06572,5.037,1444323388
-21.255,64.06319,4.771,1444323686
-21.29567,64.0984,3.593,1444325618
-21.30333,64.09359,4.026,1444326424
-21.25659,64.10442,6.774,1444339165
-21.24699,64.06278,4.829,1444348467
-21.81415,63.95522,7.448,1444352571
-21.10271,64.06275,2.741,1444391851
-22.26774,63.90016,5.159,1444444716
-21.40433,64.08981,4.331,1444446343
-22.79168,63.80761,7.358,1444448083
-21.67586,63.95216,0.891,1444459865
-21.78815,63.96991,15.398,1444471761
-21.1943,64.05361,4.85,1444477292
-21.99498,63.98923,3.935,1444491801
-22.00598,63.99256,3.872,1444492190
-21.40151,63.95958,5.668,1444531633
-21.34164,63.94312,5.73,1444539094
-21.33992,63.94547,5.72,1444539162
-23.0807,63.72871,0.135,1444601084
-23.20929,63.6839,9.577,1444601268
-23.17582,63.69629,6.869,1444601341
-23.1978,63.68732,6.453,1444601453
-23.19037,63.68735,6.654,1444601488
-23.2092,63.66925,6.53,1444601795
-22.03106,63.93144,5.688,1444613092
-22.03749,63.92781,6.843,1444621696
-22.04287,63.89717,6.441,1444647595
-22.03845,63.93206,6.148,1444650837
-22.07716,63.8839,8.381,1444651552
-21.14444,63.92979,5.974,1444655913
-21.24511,64.04843,5.478,1444674120
-21.13396,63.95566,8.628,1444692570
-21.17134,63.90396,6.872,1444747602
-22.17596,63.89225,6.231,1444822140
-22.17122,63.89823,5.393,1444823062
-22.1838,63.89308,5.167,1444834963
-21.95515,63.96964,0.039,1444837133
-22.17899,63.89416,5.919,1444839049
-22.16892,63.8929,6.959,1444840835
-22.18012,63.89293,5.408,1444841000
-22.18988,63.8978,3.383,1444841839
-22.17924,63.89634,5.866,1444845506
-22.18718,63.90134,4.324,1444845960
-22.17519,63.89384,6.616,1444847731
-21.67674,64.00404,7.914,1444849676
-21.67373,64.00563,7.932,1444849803
-22.17805,63.89558,5.71,1444850357
-22.23247,63.86628,4.935,1444854206
-22.17441,63.89349,5.724,1444859036
-22.17124,63.89577,5.93,1444860888
-22.17345,63.88643,6.897,1444861520
-22.14912,63.90504,6.76,1444861588
-22.17464,63.90269,4.375,1444861723
-22.16755,63.89471,6.623,1444862222
-22.23298,63.86595,4.698,1444863230
-22.23435,63.86464,5.019,1444864575
-22.23535,63.8694,3.543,1444865220
-22.14147,63.91072,6.765,1444869604
-22.19619,63.89237,2.761,1444869877
-21.16195,63.91186,5.978,1444902360
-22.75986,63.80672,6.185,1444908550
-21.63522,64.04056,6.234,1444919535
-21.23417,64.04948,4.947,1444921424
-21.68456,64.00328,8.479,1444950838
-21.67879,64.00132,7.768,1444950929
-21.45616,64.08588,9.845,1444953141
-21.28373,64.10083,4.205,1444957416
-21.2614,64.10637,5.645,1444959335
-21.2684,64.1036,4.07,1444962217
-21.22845,64.03307,1.188,1444980747
-21.31349,63.95179,5.325,1445032647
-21.29273,64.09676,4.356,1445044698
-23.02714,63.7747,8.963,1445055789
-21.61594,64.00731,7.359,1445117731
-21.44274,63.94086,8.764,1445146588
-21.26695,64.10588,5.646,1445151221
-21.24841,64.10683,6.698,1445152304
-21.26111,64.1069,5.45,1445152325
-21.25078,64.10694,6.73,1445152491
-21.24754,64.11651,7.133,1445162304
-23.8459,63.4726,0.135,1445166871
-21.18682,63.90273,3.675,1445202376
-21.19276,63.88975,3.719,1445202479
-21.19864,63.8758,3.049,1445202651
-21.17196,63.99968,4.558,1445213354
-21.1974,63.87678,2.34,1445214567
-21.19747,63.88811,4.642,1445224066
-21.20134,63.89763,6.354,1445227604
-21.20294,63.90336,7.05,1445250567
-21.18326,63.89307,1.482,1445267758
-23.85406,63.39622,2.248,1445272812
-23.91696,63.40354,10.005,1445273355
-21.15662,64.08859,5.401,1445286668
-21.19835,63.94532,9.541,1445295660
-21.74236,63.95166,9.228,1445295663
-21.19177,63.88851,2.751,1445301767
-21.19386,63.88701,2.908,1445301781
-21.20187,63.8942,5.953,1445302105
-21.14825,63.94532,7.896,1445303979
-22.23512,63.87948,5.969,1445307385
-21.32286,63.95208,5.116,1445309595
-21.3206,63.95015,5.062,1445309845
-21.32973,63.94721,5.516,1445309945
-21.3152,63.95344,5.01,1445310138
-21.32025,63.95309,4.88,1445310143
-22.65778,63.8511,8.045,1445313719
-21.30491,63.95172,5.444,1445314722
-21.19312,63.89056,3.005,1445317642
-21.18576,63.89301,2.215,1445330751
-22.02808,63.94198,0.912,1445334559
-21.18591,63.90984,3.363,1445335977
-21.20958,63.94664,10.477,1445339277
-21.19994,63.95135,9.79,1445345842
-21.18974,63.89693,4.213,1445372697
-21.18623,63.90374,3.632,1445403368
-21.19814,63.89709,6.031,1445404573
-21.18542,63.89406,1.797,1445406727
-21.18805,63.88662,1.643,1445409114
-21.18915,63.90086,3.551,1445410658
-22.33528,63.87998,7.66,1445411014
-21.19989,63.93514,9.706,1445418426
-21.19623,63.91371,7.344,1445423998
-21.18832,63.90094,3.792,1445424917
-21.19617,63.88606,3.507,1445424970
-21.19036,63.89651,3.845,1445432078
-21.19871,63.89248,4.723,1445432288
-21.18612,63.90573,3.48,1445432348
-21.20081,63.89166,6.326,1445432358
-21.20505,63.89008,4.78,1445432794
-21.18979,63.89666,4.074,1445432996
-21.2098,63.89405,3.734,1445433017
-21.19441,63.89881,3.267,1445433140
-21.19309,63.88861,3.775,1445433479
-21.18799,63.90044,4.44,1445433731
-21.18999,63.89138,3.381,1445434513
-21.18278,63.90943,3.988,1445434683
-21.19521,63.8931,4.779,1445435376
-21.1902,63.89369,4.119,1445435392
-21.19227,63.89492,4.029,1445435559
-21.18221,63.89009,1.6,1445435624
-21.19444,63.90533,6.317,1445436472
-21.18813,63.89164,2.798,1445436543
-21.19217,63.90117,3.704,1445436975
-21.20236,63.88754,4.878,1445437120
-21.2049,63.88875,4.624,1445437133
-21.19979,63.90545,7.709,1445437754
-21.1863,63.89149,2.252,1445439228
-21.18977,63.89952,4.654,1445440292
-21.18782,63.88274,1.011,1445446412
-21.1872,63.89426,3.022,1445447650
-21.18858,63.89457,3.299,1445449145
-21.19116,63.89362,4.302,1445450504
-21.19288,63.89511,4.6,1445450575
-21.19297,63.90071,5.198,1445450879
-21.20019,63.89811,4.851,1445450953
-21.19692,63.89989,6.366,1445451222
-21.18572,63.89989,3.28,1445451242
-21.18694,63.90262,4.046,1445451575
-21.19299,63.88724,3.213,1445451873
-21.19817,63.89614,4.766,1445454690
-21.19678,63.8938,4.801,1445455022
-21.18936,63.89186,3.593,1445455093
-21.17065,63.91289,2.957,1445455226
-21.19538,63.89046,3.672,1445455300
-21.18885,63.89911,3.922,1445456545
-21.19683,63.89161,4.797,1445456655
-21.19553,63.90425,6.359,1445457274
-21.18673,63.89089,2.189,1445457487
-21.18827,63.89754,3.336,1445458177
-21.19803,63.88431,3.663,1445461339
-21.18463,63.90203,3.264,1445461350
-21.18685,63.89832,3.383,1445461389
-21.19186,63.89513,4.056,1445461428
-21.18789,63.90009,4.323,1445461689
-21.1773,63.90136,3.334,1445462782
-21.18613,63.88991,3.252,1445462896
-21.205,63.91903,7.5,1445465300
-21.18685,63.89818,3.204,1445465688
-21.17558,63.90726,1.386,1445476341
-21.18836,63.90032,3.808,1445480197
-21.18713,63.9035,4.156,1445480198
-21.17935,63.9201,4.113,1445480541
-21.1896,63.88762,2.125,1445480895
-21.18661,63.89912,3.068,1445481478
-21.18376,63.89948,4.002,1445487387
-21.19473,63.88518,3.621,1445521636
-21.18516,63.89499,2.659,1445521649
-21.18755,63.90007,3.486,1445524693
-21.18566,63.90517,4.205,1445525428
-21.73395,63.88672,8.173,1445533440
-21.75276,63.89201,10.817,1445534059
-21.7415,63.88972,9.657,1445534907
-21.73847,63.88885,7.612,1445549770
-21.3936,63.99188,7.738,1445576575
-22.78765,63.80696,3.061,1445601871
-21.09418,64.03716,7.284,1445603467
-21.18665,63.90044,3.453,1445636088
-21.18632,63.89877,3.43,1445672281
-21.20044,63.90788,7.632,1445672315
-22.80541,63.79715,8.397,1445679898
-21.63072,64.00707,8.66,1445682832
-22.17085,63.89305,6.321,1445702051
-21.18752,63.9006,4.246,1445704778
-21.18484,63.90086,3.238,1445705790
-21.20651,63.87037,4.393,1445751814
-21.20078,63.87739,4.083,1445758505
-22.66494,63.83066,7.303,1445763570
-22.67132,63.83957,6.853,1445766200
-21.19526,63.95591,5.503,1445774958
-23.16244,63.65098,2.232,1445779676
-21.23897,64.04813,4.686,1445783094
-23.29937,63.67369,6.006,1445783367
-21.19506,63.9493,9.274,1445822387
-23.72185,63.48512,5.783,1445824401
-21.42541,63.93414,8.124,1445849039
-24.0503,63.39651,6.075,1445851874
-21.20569,63.93663,11.109,1445864973
-21.1855,63.89758,2.888,1445873682
-22.69142,63.84959,0.135,1445906062
-21.76591,63.88549,8.278,1445930112
-22.1587,63.94986,3.449,1445952759
-22.00424,63.91053,7.839,1445957683
-21.18624,63.89314,2.501,1445957865
-22.00461,63.92363,6.568,1445960558
-22.25512,63.88011,6.736,1446027262
-22.24461,63.89209,5.474,1446030774
-22.26781,63.87497,5.973,1446030922
-22.24794,63.88935,5.747,1446039974
-22.26212,63.87629,5.415,1446040194
-22.27287,63.88125,6.42,1446070826
-22.27917,63.87823,7.842,1446071931
-22.26958,63.88461,6.538,1446072819
-22.27493,63.8805,5.102,1446073295
-21.18821,63.89851,4.038,1446087140
-21.27626,63.95148,5.633,1446132269
-23.61913,63.44915,0.067,1446200634
-22.24392,63.87093,5.761,1446299314
-22.24649,63.86974,5.56,1446299777
-21.60236,63.97709,7.287,1446300652
-21.14877,64.03172,4.926,1446321194
-22.90031,63.77232,4.1,1446334588
-22.05119,63.89162,4.324,1446334947
-22.72273,63.8279,8.137,1446354434
-22.50174,63.87876,3.085,1446358728
-21.14253,63.95675,8.375,1446369865
-21.19218,63.89325,4.334,1446401074
-21.95907,63.90387,6.99,1446437678
-21.18262,63.91025,3.938,1446441777
-21.18831,64.1171,6.347,1446449422
-21.33711,63.93851,5.928,1446457911
-21.96137,63.92045,5.989,1446485148
-21.94227,63.90902,7.615,1446485167
-21.78837,63.89547,12.994,1446497864
-21.192,63.89084,4.532,1446507683
-21.18924,63.92861,7.694,1446511747
-21.21057,63.92091,25.656,1446543267
-21.18468,63.8976,2.858,1446545538
-21.20498,63.88385,6.512,1446547568
-21.18763,63.88835,1.933,1446553685
-21.1902,63.94849,9.241,1446564318
-21.19598,63.93682,9.528,1446567351
-22.07577,63.88862,3.838,1446570769
-21.28938,64.04914,7.36,1446589256
-21.19016,63.89637,3.584,1446592733
-22.28302,63.87143,1.706,1446605051
-22.04819,63.90221,5.847,1446626332
-22.04694,63.90213,5.593,1446627929
-21.90912,63.9034,4.202,1446640000
-21.91827,63.9031,6.382,1446640282
-21.12226,63.95834,7.871,1446672962
-22.05413,63.88755,4.824,1446750268
-21.55907,64.03199,5.663,1446827691
-21.54298,64.03258,8.109,1446828383
-21.97503,63.90926,6.592,1446869608
-22.18795,63.88732,6.25,1446889022
-22.25184,63.86796,5.324,1446903446
-21.91355,63.91417,6.664,1447001350
-22.04965,63.89783,4.834,1447016839
-21.89825,63.90963,5.776,1447027752
-22.49846,63.88027,1.011,1447028022
-21.32124,63.95759,5.992,1447047630
-22.49466,63.86913,2.28,1447070963
-22.42901,63.8673,0.931,1447072770
-22.4906,63.86018,3.425,1447084915
-21.25631,64.10277,4.035,1447119213
-21.23092,64.0352,2.959,1447126261
-21.22267,64.03841,3.432,1447127581
-21.37561,63.96428,5.072,1447204614
-22.22769,63.90094,7.03,1447223021
-22.23915,63.88458,7.568,1447223058
-22.23329,63.88981,7.337,1447224255
-21.91873,63.91021,5.128,1447326627
-21.92192,63.91292,4.687,1447329707
-21.93515,63.89978,9.156,1447338053
-21.90889,63.89631,8.931,1447338064
-21.93859,63.91621,4.102,1447338271
-21.91931,63.90506,6.91,1447338548
-22.09546,63.93145,5.338,1447343479
-22.0944,63.92103,7.513,1447343585
-22.07885,63.92947,5.641,1447343657
-21.91419,63.90982,4.361,1447344390
-21.91131,63.92266,0.476,1447344481
-21.91673,63.91135,1.868,1447344560
-21.89769,63.8946,6.771,1447347290
-21.91053,63.90328,5.634,1447347495
-21.92074,63.90078,9.851,1447351785
-22.68933,63.84138,5.624,1447402968
-21.81548,63.89525,7.207,1447413781
-23.17381,63.65257,5.467,1447414141
-21.3399,63.94731,6.732,1447421736
-21.80415,63.89401,5.77,1447436506
-21.42697,64.00108,5.442,1447456131
-22.84033,63.78493,4.991,1447461232
-21.18127,63.88598,6.052,1447465640
-22.90448,63.76763,6.704,1447465846
-21.08209,64.08215,8.442,1447487733
-21.3753,63.94567,7.245,1447488478
-21.99618,63.91243,7.084,1447494001
-21.37125,63.94321,6.444,1447513433
-21.3685,63.94881,6.313,1447514116
-21.37133,63.94367,6.295,1447520409
-22.04906,63.92056,2.928,1447536102
-21.15482,63.92012,4.854,1447536107
-21.15629,63.93492,7.354,1447554584
-21.14878,63.92619,6.808,1447588812
-21.99721,63.92303,7.249,1447605885
-22.24105,63.86656,6.262,1447619234
-22.23716,63.8723,6.04,1447619236
-22.23626,63.87072,6.695,1447619470
-22.2393,63.8736,5.102,1447619485
-22.23569,63.87357,5.277,1447619510
-22.2239,63.87815,4.873,1447619512
-22.24694,63.87189,4.22,1447619529
-22.23733,63.87099,6.19,1447619552
-22.26414,63.85786,3.239,1447619555
-22.2331,63.87586,5.515,1447619579
-22.22914,63.87153,7.374,1447619765
-22.23625,63.87673,5.734,1447619804
-22.22364,63.87469,7.761,1447619900
-22.21378,63.88416,6.98,1447620897
-22.24246,63.8741,4.819,1447622646
-22.23695,63.87717,4.453,1447624389
-23.66443,63.54741,15.005,1447632389
-21.64671,64.03947,9.418,1447635320
-22.23654,63.90915,7.178,1447680250
-23.38961,63.62019,1.458,1447692298
-21.23433,64.04673,4.053,1447698356
-22.27206,63.88191,0.523,1447760659
-22.07493,63.90366,7.668,1447767313
-22.62954,63.84287,7.628,1447769992
-22.25325,63.89601,4.186,1447784537
-22.25144,63.8938,4.691,1447786095
-22.24742,63.89782,6.977,1447788164
-22.24629,63.89885,6.567,1447789166
-22.24875,63.88995,8.829,1447790659
-22.23541,63.90314,9.515,1447791828
-22.25106,63.89852,1.391,1447791963
-22.25099,63.89122,7.318,1447792256
-22.24563,63.89535,7.922,1447792337
-22.25581,63.88876,7.813,1447792381
-22.25218,63.89273,5.092,1447792704
-22.24474,63.89908,6.149,1447792730
-22.24252,63.8989,6.373,1447792961
-22.25545,63.88962,7.727,1447793292
-22.23991,63.90392,3.321,1447793352
-22.2417,63.8982,6.258,1447793548
-22.25149,63.88552,1.159,1447793603
-22.23841,63.89939,8.68,1447793901
-22.25101,63.89193,7.444,1447794261
-22.24644,63.89673,7.283,1447794290
-22.26687,63.87537,9.507,1447794360
-22.26449,63.88937,8.021,1447794648
-22.24574,63.89503,8.034,1447794730
-22.23468,63.8991,8.359,1447794922
-22.23668,63.89908,8.373,1447794930
-22.23774,63.90603,1.279,1447795001
-22.25162,63.89536,4.978,1447795290
-22.24655,63.89485,8.479,1447795526
-22.24773,63.89894,5.675,1447796275
-22.25792,63.89397,6.078,1447797724
-22.26327,63.89144,4.327,1447797743
-22.25464,63.89504,5.362,1447797895
-22.26173,63.88664,5.735,1447797932
-22.26839,63.87643,6.011,1447797954
-22.25757,63.89434,6.322,1447798032
-22.24495,63.90292,2.136,1447798037
-22.26667,63.88244,6.599,1447798049
-22.22282,63.91263,7.708,1447798095
-22.25169,63.89552,7.781,1447798186
-22.23939,63.89785,8.297,1447798480
-22.23236,63.90224,8.11,1447798547
-22.26316,63.89475,4.408,1447798640
-22.2573,63.89939,4.26,1447798667
-22.25021,63.89639,5.968,1447798784
-22.23229,63.89913,10.622,1447798798
-22.27212,63.87924,4.521,1447798861
-22.25196,63.88752,8.1,1447799166
