,cluster_id,depth,latitude,longitude,utc_timestamp
1810,2,0.573,-23.15978,63.60409,1435736996
1811,2,10.516,-23.15969,63.72012,1435737136
1812,2,10.438,-23.37736,63.63301,1435737297
1813,2,9.369,-23.38927,63.65263,1435737408
1814,2,3.048,-23.358,63.63136,1435737477
1815,2,0.135,-23.26721,63.63927,1435737875
1816,2,9.368,-23.40426,63.61433,1435738954
1817,2,14.063,-23.39176,63.62117,1435739317
1818,2,0.135,-23.30308,63.64082,1435739926
1819,2,10.405,-23.35302,63.65594,1435740278
1820,2,16.384,-23.34536,63.60506,1435740374
1821,2,13.321,-23.24966,63.71792,1435741369
1822,2,11.76,-23.29117,63.70065,1435741629
1823,2,13.393,-23.20112,63.70827,1435742412
1824,4,5.101,-22.05185,63.89658,1435742444
1825,2,8.539,-23.1848,63.7119,1435742596
1826,2,11.606,-23.29604,63.70578,1435742616
1827,2,1.896,-23.33017,63.63607,1435743044
1828,2,11.102,-23.29439,63.71408,1435743287
1829,2,0.135,-23.19973,63.72749,1435743349
1830,2,12.742,-23.30359,63.65448,1435743722
1831,2,12.432,-23.29771,63.72273,1435744381
1832,2,11.997,-23.26554,63.72841,1435744420
1833,2,12.285,-23.29845,63.7165,1435744495
1834,2,12.621,-23.318,63.71952,1435744866
1835,2,8.372,-23.27143,63.75043,1435744929
1836,2,9.695,-23.28602,63.71519,1435745063
1837,2,12.105,-23.34916,63.71947,1435745129
1838,2,8.674,-23.42588,63.63868,1435745232
1839,2,11.539,-23.27457,63.72663,1435745326
1840,2,11.447,-23.29938,63.70387,1435745376
1841,2,9.21,-23.27839,63.70977,1435745439
1842,2,9.764,-23.36334,63.72445,1435745649
1843,2,11.275,-23.27149,63.71911,1435745848
1844,2,10.744,-23.28972,63.71051,1435746560
1845,2,11.488,-23.27965,63.71748,1435746720
1846,2,10.478,-23.45131,63.64812,1435746826
1847,2,12.312,-23.26837,63.71962,1435747270
1848,2,12.725,-23.28611,63.71462,1435747334
1849,2,5.52,-23.4163,63.62304,1435747394
1850,2,11.773,-23.25802,63.71235,1435748532
1851,2,4.995,-23.42736,63.62589,1435748706
1852,2,4.2,-23.21571,63.70882,1435749098
1853,2,0.771,-23.41772,63.65086,1435749283
1854,2,8.281,-23.43443,63.63437,1435749333
1855,2,9.31,-23.40784,63.61884,1435749559
1856,2,7.287,-23.39874,63.63324,1435749695
1857,2,7.501,-23.41371,63.64147,1435749808
1858,2,6.914,-23.37957,63.59304,1435749867
1859,2,3.674,-23.40531,63.63237,1435750000
1860,2,9.293,-23.4522,63.6084,1435750353
1861,2,3.45,-23.3848,63.61967,1435750410
1862,2,7.173,-23.3492,63.64212,1435750526
1863,2,0.135,-23.29017,63.63588,1435750612
1864,2,2.433,-23.29781,63.63604,1435750685
1865,2,10.204,-23.4738,63.67123,1435750714
1866,2,9.945,-23.43912,63.67978,1435751067
1867,2,8.926,-23.40409,63.64617,1435751170
1868,2,6.509,-23.3709,63.63955,1435751347
1869,2,9.941,-23.19733,63.72124,1435751410
1870,2,10.721,-23.45298,63.70441,1435751418
1871,2,10.744,-23.44368,63.63307,1435751540
1872,2,6.461,-23.3102,63.63752,1435751636
1873,2,6.721,-23.37566,63.63145,1435751718
1874,2,10.448,-23.37216,63.66697,1435752121
1875,2,8.842,-23.43393,63.61081,1435752127
1876,2,7.211,-23.19541,63.71759,1435752348
1877,2,6.852,-23.45834,63.66335,1435752484
1878,2,1.007,-23.34639,63.64007,1435752718
1879,2,8.189,-23.45318,63.66368,1435752807
1880,2,14.377,-23.52826,63.63355,1435752823
1881,2,4.97,-23.35743,63.62817,1435752911
1882,2,12.944,-23.41329,63.68559,1435753034
1883,2,10.005,-23.47117,63.58385,1435753481
1884,2,3.547,-23.42905,63.62376,1435753797
1885,2,5.328,-23.43155,63.63529,1435753965
1886,2,7.046,-23.50533,63.61205,1435754089
1887,2,9.047,-23.36385,63.54847,1435754146
1888,2,7.712,-23.5606,63.60357,1435754759
1889,2,0.135,-23.36297,63.60561,1435754960
1890,2,1.335,-23.43678,63.61158,1435755342
1891,2,15.818,-23.55126,63.60395,1435755943
1892,2,6.027,-23.36651,63.61589,1435756020
1893,2,11.96,-23.25549,63.71118,1435756053
1894,2,3.13,-23.49424,63.57933,1435756209
1895,2,3.729,-23.47527,63.60756,1435756466
1896,2,5.982,-23.50826,63.59932,1435756575
1897,2,2.7,-23.40337,63.66674,1435756673
1898,2,7.871,-23.4069,63.63999,1435757094
1899,2,0.135,-23.3049,63.6352,1435757212
1900,2,8.189,-23.35432,63.61469,1435757935
1901,2,8.674,-23.41759,63.59252,1435757944
1902,2,7.653,-23.5472,63.57799,1435758348
1903,2,13.055,-23.17976,63.68319,1435758410
1904,2,12.292,-23.4394,63.66633,1435758638
1905,2,13.014,-23.23617,63.72489,1435758762
1906,2,4.353,-23.47269,63.63341,1435759216
1907,2,5.456,-23.38585,63.64602,1435759832
1908,2,6.425,-23.34461,63.63823,1435759926
1909,2,6.804,-23.24404,63.72551,1435759931
1910,2,14.925,-23.53262,63.5935,1435760311
1911,2,10.961,-23.43463,63.61917,1435760471
1912,2,9.51,-23.41749,63.62808,1435760594
1913,2,11.7,-23.38242,63.61334,1435760690
1914,2,3.378,-23.35146,63.62934,1435760708
1915,2,11.002,-23.18084,63.7347,1435760807
1916,2,10.635,-23.44788,63.69975,1435760813
1917,2,8.429,-23.41001,63.62847,1435760849
1918,2,7.872,-23.4119,63.63054,1435760991
1919,2,12.496,-23.39249,63.61967,1435761074
1920,2,5.641,-23.41031,63.64283,1435761140
1921,2,9.2,-23.55997,63.59808,1435761353
1922,2,7.645,-23.42391,63.63669,1435761596
1923,2,10.005,-23.41439,63.61218,1435761711
1924,2,12.95,-23.40927,63.6375,1435762074
1925,2,6.653,-23.38431,63.64607,1435762286
1926,2,6.077,-23.4167,63.60181,1435762443
1927,2,6.183,-23.45306,63.61605,1435762491
1928,2,3.851,-23.40601,63.58876,1435762679
1929,2,0.73,-23.34106,63.62475,1435762958
1930,2,8.134,-23.41791,63.64467,1435763052
1931,2,4.984,-23.45891,63.59232,1435763076
1932,2,10.243,-23.45982,63.61311,1435763307
1933,2,0.942,-23.44017,63.61335,1435763362
1934,2,6.95,-23.46078,63.64159,1435763642
1935,2,7.239,-23.48046,63.65505,1435763925
1936,2,2.454,-23.38773,63.6393,1435763979
1937,3,4.077,-21.5417,64.03985,1435764069
1938,2,6.568,-23.49852,63.63665,1435764152
1939,2,3.113,-23.39655,63.61337,1435764578
1940,2,8.121,-23.37607,63.57348,1435764650
1941,2,7.569,-23.31758,63.63342,1435764672
1942,2,10.38,-23.19277,63.72662,1435764725
1943,2,12.05,-23.22271,63.71756,1435764759
1944,2,7.685,-23.45532,63.68011,1435764957
1945,2,9.325,-23.40856,63.61261,1435765219
1946,2,15.952,-23.27301,63.73608,1435766691
1947,2,6.266,-23.52937,63.63498,1435767386
1948,2,6.605,-23.41994,63.66291,1435768006
1949,2,1.352,-23.45883,63.64706,1435768181
1950,2,5.154,-23.32563,63.6221,1435768599
1951,2,8.169,-23.42405,63.6189,1435768935
1952,2,0.487,-23.25793,63.66241,1435769061
1953,2,7.589,-23.3935,63.63528,1435769537
1954,2,4.316,-23.40914,63.6375,1435771020
1955,2,7.292,-23.52843,63.60972,1435771070
1956,2,9.633,-23.14851,63.74338,1435772333
1957,2,1.498,-23.43547,63.60196,1435773040
1958,2,13.491,-23.22661,63.70691,1435773665
1959,2,10.995,-23.13078,63.72945,1435773926
1960,3,3.401,-21.54702,64.03059,1435773978
1961,2,1.486,-23.3916,63.64196,1435774020
1962,2,6.812,-23.47422,63.58442,1435774304
1963,2,13.737,-23.4388,63.62051,1435775207
1964,3,4.018,-21.56626,64.04189,1435775220
1965,3,12.103,-21.50516,63.87002,1435775232
1966,3,4.873,-21.54342,64.05596,1435775240
1967,2,9.396,-23.1633,63.74615,1435776242
1968,2,9.255,-23.30453,63.64684,1435777165
1969,2,11.955,-23.43322,63.61852,1435778730
1970,2,5.836,-23.39194,63.60583,1435778817
1971,2,6.492,-23.35335,63.62307,1435778900
1972,2,9.199,-23.37071,63.61073,1435778983
1973,3,3.064,-21.56044,64.05746,1435779246
1974,2,7.296,-23.41032,63.6287,1435779262
1975,3,3.34,-21.56415,64.06122,1435779582
1976,2,15.177,-23.28612,63.69085,1435780323
1977,2,11.287,-23.29716,63.65554,1435780735
1978,3,3.64,-21.56152,64.05692,1435781026
1979,3,3.891,-21.5557,64.0322,1435781111
1980,3,4.149,-21.56609,64.04168,1435781446
1981,3,3.915,-21.55571,64.04744,1435782236
1982,2,12.236,-23.29493,63.71103,1435782296
1983,2,15.068,-23.28161,63.72033,1435782469
1984,3,3.575,-21.55215,64.03812,1435782752
1985,3,4.033,-21.56615,64.03909,1435782815
1986,2,12.215,-23.26099,63.71242,1435784074
1987,3,3.574,-21.55331,64.04829,1435784596
1988,2,11.391,-23.29479,63.70842,1435784865
1989,2,8.642,-23.37421,63.62626,1435785086
1990,3,4.168,-21.56161,64.0388,1435785469
1991,2,4.548,-23.38562,63.6353,1435785744
1992,2,1.782,-23.33836,63.65644,1435785894
1993,3,4.75,-21.56875,64.03751,1435785983
1994,2,6.634,-23.42551,63.63377,1435786718
1995,3,3.599,-21.55688,64.04446,1435787220
1996,3,3.299,-21.55366,64.05824,1435787314
1997,3,4.16,-21.56017,64.03812,1435787790
1998,2,8.382,-23.39848,63.63206,1435787937
1999,4,11.193,-21.73257,63.89894,1435789852
2000,2,10.638,-23.15128,63.7247,1435790246
2001,2,12.968,-23.26362,63.71695,1435790411
2002,2,12.734,-23.17452,63.71127,1435790578
2003,2,12.203,-23.26333,63.71962,1435791052
2004,2,11.25,-23.1255,63.73272,1435791218
2005,2,7.174,-23.47222,63.61488,1435792908
2006,2,9.604,-23.18291,63.70393,1435792977
2007,2,13.058,-23.21128,63.7175,1435793174
2008,2,17.536,-23.31689,63.70417,1435793289
2009,2,11.772,-23.41699,63.61514,1435793430
2010,2,9.995,-23.40471,63.62264,1435793430
2011,2,11.963,-23.56562,63.57656,1435793730
2012,2,9.757,-23.41212,63.624,1435793872
2013,2,12.028,-23.49627,63.60001,1435794470
2014,2,12.266,-23.25217,63.69236,1435795313
2015,2,13.633,-23.28923,63.70394,1435795388
2016,2,8.628,-23.46883,63.63351,1435795438
2017,2,9.591,-23.37946,63.63007,1435795846
2018,2,8.547,-23.41064,63.62254,1435796476
2019,2,4.788,-23.44715,63.6086,1435797049
2020,2,6.563,-23.49467,63.61281,1435797293
2021,2,5.999,-23.48735,63.59075,1435797352
2022,2,15.768,-23.57641,63.58307,1435797742
2023,2,11.844,-23.24268,63.71488,1435797989
2024,2,8.202,-23.11468,63.72937,1435799095
2025,2,4.23,-23.456,63.58693,1435799218
2026,2,5.502,-23.16385,63.74524,1435800263
2027,3,3.117,-21.54146,64.03949,1435800372
2028,2,11.647,-23.24091,63.70853,1435800706
2029,2,7.352,-23.48853,63.60246,1435800728
2030,2,6.748,-23.53333,63.60806,1435800904
2031,2,8.445,-23.42832,63.62077,1435801198
2032,2,11.662,-23.14427,63.72527,1435803023
2033,2,10.129,-23.50086,63.58878,1435803065
2034,2,1.144,-23.38544,63.64821,1435803150
2035,2,1.456,-23.18422,63.67012,1435805490
2036,3,3.341,-21.54309,64.04209,1435806107
2037,2,11.75,-23.16239,63.70084,1435806323
2038,2,10.901,-23.16411,63.70553,1435807167
2039,2,4.688,-23.29127,63.60093,1435807291
2040,2,10.357,-23.37004,63.67679,1435808126
2041,2,8.721,-23.2409,63.70333,1435811083
2042,2,11.003,-23.35848,63.65864,1435811939
2043,2,1.144,-23.37441,63.64948,1435812404
2044,2,9.283,-23.14493,63.71327,1435813037
2045,2,6.343,-23.10729,63.73697,1435813684
2046,2,6.769,-23.5099,63.59256,1435813987
2047,2,6.146,-23.41267,63.53399,1435814042
2048,2,6.174,-23.49121,63.56728,1435814273
2049,2,8.73,-23.57776,63.57149,1435814437
2050,2,8.602,-23.33956,63.64521,1435814619
2051,2,7.073,-23.52109,63.58262,1435814661
2052,2,11.867,-23.44964,63.65459,1435815150
2053,2,7.394,-23.4174,63.61641,1435815181
2054,2,5.306,-23.53533,63.60179,1435815344
2055,2,8.303,-23.40985,63.61561,1435815495
2056,2,10.047,-23.37403,63.61974,1435819208
2057,5,2.463,-22.14554,63.93828,1435819375
2058,2,1.144,-23.3646,63.57329,1435820674
2059,2,15.661,-23.52401,63.5705,1435821957
2060,2,2.722,-23.55837,63.60243,1435822838
2061,2,3.727,-23.34595,63.63402,1435823122
2062,2,8.001,-23.33034,63.63334,1435829916
2063,2,11.318,-23.30327,63.66794,1435834321
2064,3,4.111,-21.53976,64.03928,1435834723
2065,2,5.123,-23.39899,63.63288,1435838648
2066,2,15.342,-23.1914,63.69565,1435838705
2067,2,1.775,-23.41828,63.66966,1435838805
2068,2,3.193,-23.37944,63.65612,1435838971
2069,2,12.027,-23.54966,63.57212,1435840945
2070,2,18.524,-23.22685,63.62187,1435849864
2071,1,7.657,-21.08345,63.95886,1435850403
2072,2,11.688,-23.49301,63.58158,1435853772
2073,2,11.48,-23.46533,63.61042,1435854545
2074,2,14.637,-23.50833,63.62325,1435857609
2075,2,10.222,-23.35432,63.62797,1435864756
2076,2,10.967,-23.34835,63.64908,1435864773
2077,2,1.199,-23.55313,63.52243,1435864869
2078,0,8.708,-22.95268,63.80965,1435868627
2079,2,11.955,-23.29905,63.70836,1435868653
2080,0,13.317,-22.90327,63.83599,1435869886
2081,2,6.139,-23.17098,63.70675,1435874702
2082,2,12.498,-23.47097,63.60609,1435881035
2083,2,10.34,-23.46179,63.61679,1435884548
2084,2,3.611,-23.50891,63.59201,1435886602
2085,2,5.42,-23.46666,63.61518,1435886608
2086,2,4.003,-23.43282,63.66666,1435890475
2087,1,5.962,-21.23254,64.11753,1435895599
2088,2,9.995,-23.46438,63.6375,1435898236
2089,2,9.348,-23.27164,63.73116,1435898400
2090,3,4.49,-21.39753,64.04357,1435904482
2091,2,5.276,-23.54114,63.59306,1435906055
2092,2,5.113,-23.53087,63.58309,1435906587
2093,2,13.202,-23.27186,63.71284,1435914823
2094,2,14.303,-23.2682,63.70027,1435915681
2095,2,13.095,-23.04691,63.70286,1435924718
2096,2,9.02,-23.45143,63.57505,1435929680
2097,2,9.556,-23.28226,63.60408,1435939536
2098,2,12.852,-23.57419,63.57535,1435948694
2099,2,9.298,-23.3312,63.66759,1435975438
2100,2,4.059,-23.28899,63.6393,1435982149
2101,2,9.126,-23.26391,63.63857,1435982182
2102,2,10.855,-23.26569,63.70724,1435992475
2103,4,10.285,-21.90567,63.91808,1436034544
2104,1,8.475,-21.23912,64.1308,1436038131
2105,4,6.395,-22.08448,63.88903,1436045209
2106,2,12.845,-23.34727,63.55954,1436052396
2107,0,5.852,-22.79183,63.80952,1436069553
2108,2,8.267,-23.25175,63.72114,1436070000
2109,2,7.659,-23.26679,63.66053,1436071526
2110,2,12.039,-23.19559,63.71725,1436072822
2111,1,4.74,-21.25434,64.05442,1436073395
2112,1,5.061,-21.25189,64.05546,1436074138
2113,2,11.312,-23.20448,63.71846,1436075321
2114,2,10.78,-23.20702,63.71351,1436079719
2115,2,10.873,-23.52032,63.59302,1436080028
2116,2,6.523,-23.26253,63.71458,1436084492
2117,5,6.82,-22.30639,63.90262,1436092919
2118,2,6.335,-23.12034,63.74646,1436106407
2119,1,3.626,-21.25611,64.04185,1436110984
2120,1,5.79,-21.29979,63.9533,1436116406
2121,2,4.219,-23.41003,63.60529,1436117649
2122,1,6.251,-21.24571,64.05494,1436126006
2123,2,4.027,-23.34171,63.60128,1436126881
2124,0,2.387,-22.72326,63.82396,1436131028
2125,2,4.602,-23.25508,63.65076,1436159633
2126,1,4.944,-21.26014,64.05461,1436171662
2127,1,5.984,-21.2563,64.05682,1436171878
2128,3,9.473,-21.42779,64.06171,1436180224
2129,4,12.222,-21.84795,63.89257,1436212189
2130,4,9.037,-21.73772,63.95718,1436213420
2131,2,11.441,-23.31863,63.71846,1436222362
2132,2,5.005,-23.19797,63.61112,1436243703
2133,3,6.642,-21.41877,64.01212,1436254764
2134,2,9.994,-23.40837,63.55501,1436281992
2135,2,11.775,-23.34264,63.64858,1436300609
2136,2,8.728,-23.31854,63.65969,1436300735
2137,2,7.449,-23.25328,63.63567,1436306026
2138,2,10.282,-23.29405,63.65354,1436307518
2139,2,10.504,-23.30829,63.63059,1436311237
2140,4,3.928,-22.07283,63.89112,1436331672
2141,3,5.734,-21.37725,63.94527,1436336761
2142,3,5.842,-21.37337,63.94718,1436336772
2143,3,6.309,-21.37005,63.94802,1436336809
2144,3,6.443,-21.38306,63.95174,1436337347
2145,3,5.873,-21.37555,63.94317,1436337363
2146,3,5.825,-21.37934,63.94084,1436337397
2147,3,5.58,-21.37745,63.94514,1436338491
2148,2,19.759,-23.50554,63.62869,1436348142
2149,4,4.585,-22.06877,63.90814,1436399772
2150,2,9.821,-23.40922,63.52925,1436422583
2151,4,7.521,-21.98804,63.89314,1436428213
2152,4,5.596,-22.1127,63.89959,1436449388
2153,0,6.047,-22.68236,63.84616,1436467604
2154,2,11.484,-23.30468,63.6535,1436478659
2155,1,6.212,-21.25226,64.06715,1436493036
2156,1,11.236,-21.19367,64.10283,1436493038
2157,2,12.388,-23.11413,63.71167,1436495408
2158,0,9.14,-22.95853,63.77153,1436520174
2159,3,6.48,-21.56573,64.02825,1436545116
2160,5,3.172,-22.21181,63.88984,1436549259
2161,5,3.51,-22.21819,63.89013,1436554367
2162,5,2.28,-22.22017,63.89292,1436558472
2163,5,1.702,-22.22037,63.89374,1436559036
2164,5,2.354,-22.22213,63.89667,1436560362
2165,5,2.133,-22.22284,63.89477,1436560374
2166,5,1.552,-22.22477,63.90108,1436560394
2167,5,4.193,-22.21472,63.89028,1436561004
2168,5,4.29,-22.21442,63.88829,1436561422
2169,5,1.824,-22.22073,63.9072,1436561447
2170,5,3.388,-22.21553,63.8812,1436566448
2171,4,7.501,-21.99187,63.90902,1436568451
2172,5,4.526,-22.21483,63.88643,1436571108
2173,5,3.377,-22.21791,63.88867,1436571212
2174,4,2.918,-21.97979,63.92927,1436572676
2175,5,6.119,-22.23033,63.87385,1436586014
2176,5,4.519,-22.2093,63.87924,1436589217
2177,1,5.98,-21.24395,64.11254,1436634237
2178,4,7.755,-22.05801,63.90887,1436668832
2179,3,7.944,-21.43731,63.94565,1436681791
2180,0,4.438,-22.66395,63.83826,1436689179
2181,2,11.174,-23.35494,63.59359,1436690454
2182,3,8.312,-21.414,63.94671,1436691812
2183,3,8.798,-21.42162,63.94535,1436694743
2184,3,8.061,-21.41776,63.94538,1436699033
2185,4,9.315,-21.77689,63.96555,1436718990
2186,2,14.341,-23.45182,63.57566,1436731896
2187,4,3.945,-22.02163,63.88444,1436752429
2188,3,9.454,-21.66075,63.96985,1436781252
2189,3,10.089,-21.65601,63.96913,1436781522
2190,3,10.871,-21.52829,63.99089,1436783106
2191,1,7.752,-21.12652,63.95605,1436795904
2192,1,5.28,-21.19452,64.05935,1436804034
2193,3,8.658,-21.70331,63.95994,1436813362
2194,1,5.509,-21.27196,64.05981,1436823948
2195,3,7.09,-21.54226,64.01353,1436837465
2196,0,9.871,-22.99811,63.74281,1436859624
2197,3,8.256,-21.40719,63.94033,1436900732
2198,2,9.688,-23.28618,63.66357,1436906266
2199,1,4.63,-21.05787,64.01018,1436919731
2200,0,4.906,-22.66601,63.83928,1436930594
2201,0,5.607,-22.68231,63.83454,1436934625
2202,4,4.026,-22.0656,63.90409,1436937183
2203,4,3.942,-22.0528,63.89011,1436937362
2204,4,3.921,-22.04637,63.88767,1436937374
2205,4,5.005,-22.06078,63.87939,1436937384
2206,1,6.524,-21.27201,64.05435,1436942878
2207,1,6.559,-21.27353,64.0538,1436943046
2208,2,5.005,-23.62798,63.63536,1436971804
2209,1,4.614,-21.23964,64.04971,1436992397
2210,4,5.103,-22.06329,63.90473,1436997652
2211,1,7.732,-21.2482,64.10775,1437018751
2212,2,11.876,-23.21131,63.71642,1437028703
2213,2,11.58,-23.31304,63.64189,1437048060
2214,4,4.795,-22.02896,63.89645,1437077366
2215,3,7.485,-21.46902,64.1057,1437080808
2216,1,6.924,-21.16116,63.9159,1437085685
2217,2,10.289,-23.06806,63.74894,1437099974
2218,3,8.217,-21.67716,64.00704,1437103544
2219,1,6.54,-21.14343,63.93833,1437117527
2220,3,6.803,-21.37547,63.96227,1437157183
2221,3,6.347,-21.37507,63.95889,1437160079
2222,3,10.979,-21.70506,63.95975,1437164648
2223,0,7.802,-22.84076,63.80249,1437174200
2224,0,6.96,-22.79765,63.81374,1437188667
2225,0,7.692,-22.79908,63.80362,1437189181
2226,0,7.669,-22.80819,63.7995,1437189490
2227,0,7.767,-22.87028,63.81106,1437190059
2228,0,7.865,-22.8041,63.79821,1437190469
2229,0,7.173,-22.83261,63.79263,1437190794
2230,0,6.648,-22.81539,63.80608,1437190976
2231,0,8.162,-22.81704,63.79596,1437191115
2232,0,7.122,-22.84162,63.79375,1437191608
2233,4,3.686,-22.05688,63.89972,1437192587
2234,1,7.801,-21.17545,63.91589,1437198065
2235,4,9.526,-21.9577,63.91422,1437199496
2236,4,9.329,-21.95249,63.91282,1437199591
2237,4,7.001,-21.99926,63.91462,1437200738
2238,4,9.469,-21.96502,63.91749,1437201988
2239,4,4.734,-21.9879,63.92525,1437202999
2240,1,4.236,-21.28852,63.96413,1437225175
2241,2,14.313,-23.42521,63.70044,1437262001
2242,2,16.297,-23.35392,63.66417,1437263134
2243,0,8.751,-22.90145,63.79152,1437300810
2244,1,9.482,-21.30266,64.07277,1437333890
2245,0,9.595,-22.92457,63.7731,1437334436
2246,5,11.355,-22.47759,63.87105,1437364060
2247,2,6.273,-23.40033,63.69847,1437412956
2248,0,0.81,-22.65694,63.85759,1437429218
2249,0,5.766,-22.67125,63.84077,1437429504
2250,1,2.589,-21.29165,63.9846,1437431655
2251,0,4.771,-22.66592,63.84679,1437440170
2252,4,11.503,-21.83565,63.89436,1437440258
2253,4,2.244,-21.9799,63.8918,1437461446
2254,0,6.914,-22.67658,63.83303,1437475198
2255,2,11.391,-23.48623,63.63153,1437488095
2256,2,1.683,-23.39906,63.65877,1437488095
2257,1,3.577,-21.28303,63.92998,1437541708
2258,0,4.541,-22.67924,63.84094,1437544074
2259,0,1.648,-22.66754,63.85236,1437544287
2260,1,4.39,-21.29747,63.9217,1437545845
2261,1,5.12,-21.11242,64.03479,1437546160
2262,3,10.351,-21.64522,63.95604,1437550521
2263,2,8.965,-23.33599,63.68575,1437564399
2264,3,13.389,-21.38176,64.02447,1437565820
2265,2,10.447,-23.18805,63.69837,1437599351
2266,2,7.457,-23.1718,63.69332,1437599875
2267,2,10.804,-23.19176,63.69763,1437600044
2268,3,7.269,-21.35252,63.94225,1437600301
2269,5,5.912,-22.23151,63.91361,1437606457
2270,5,4.687,-22.23956,63.91187,1437606501
2271,0,8.86,-22.9488,63.7613,1437634826
2272,0,10.047,-22.94522,63.76445,1437634947
2273,1,5.221,-21.32011,63.94387,1437635773
2274,4,5.286,-22.05829,63.90243,1437636361
2275,0,9.19,-22.93403,63.76549,1437636457
2276,4,5.052,-22.04605,63.89346,1437636491
2277,0,10.375,-22.9696,63.76985,1437638181
2278,4,11.232,-21.72446,63.95008,1437649461
2279,0,8.479,-22.8873,63.78986,1437658009
2280,0,8.172,-22.87688,63.79739,1437658763
2281,0,6.565,-22.86968,63.80505,1437658889
2282,0,8.27,-22.84829,63.81099,1437659086
2283,0,7.949,-22.84247,63.80228,1437659133
2284,0,8.544,-22.86058,63.79434,1437659274
2285,0,8.858,-22.86547,63.79649,1437659892
2286,0,8.229,-22.84439,63.80145,1437659918
2287,0,4.684,-22.6751,63.83743,1437685536
2288,1,6.02,-21.24648,64.05506,1437691707
2289,4,7.885,-21.91477,63.89946,1437694454
2290,0,6.498,-22.68141,63.82944,1437694487
2291,0,6.855,-22.6889,63.83344,1437694519
2292,0,4.918,-22.67731,63.8424,1437694526
2293,0,7.452,-22.67447,63.83345,1437694528
2294,0,8.255,-22.65623,63.82993,1437694641
2295,0,1.775,-22.66499,63.85353,1437694659
2296,0,0.964,-22.66059,63.85532,1437694663
2297,0,2.363,-22.66807,63.85077,1437694683
2298,0,5.067,-22.67628,63.83987,1437694705
2299,1,6.176,-21.16602,63.9144,1437694997
2300,0,5.653,-22.6828,63.83824,1437695024
2301,0,6.206,-22.67332,63.83714,1437695040
2302,0,6.833,-22.69384,63.82921,1437695570
2303,3,8.635,-21.53996,63.98908,1437707600
2304,4,8.641,-22.02832,63.93174,1437708659
2305,4,7.697,-22.02042,63.92624,1437714395
2306,4,6.847,-21.98569,63.91053,1437726980
2307,4,4.724,-22.11388,63.93887,1437764421
2308,1,6.182,-21.24356,63.9419,1437784115
2309,4,6.06,-22.11284,63.88357,1437789052
2310,4,5.449,-22.1206,63.88428,1437794093
2311,0,5.637,-22.6639,63.83669,1437824797
2312,4,4.04,-22.00812,63.99167,1437825845
2313,0,2.867,-22.67052,63.84703,1437825975
2314,0,5.702,-22.68692,63.83712,1437826646
2315,0,2.754,-22.66766,63.84849,1437826825
2316,0,3.051,-22.67515,63.84819,1437827045
2317,0,2.478,-22.67081,63.84867,1437837855
2318,3,9.686,-21.6751,64.01738,1437848178
2319,3,6.612,-21.44505,64.06473,1437859509
2320,0,4.946,-22.57257,63.84491,1437874162
2321,0,4.027,-22.56981,63.84449,1437876793
2322,1,5.518,-21.25543,64.06663,1437877970
2323,1,6.278,-21.25641,64.06579,1437878024
2324,1,5.331,-21.20077,64.04475,1437879804
2325,2,7.876,-23.29131,63.65573,1437888893
2326,2,7.223,-23.38446,63.62498,1437898312
2327,2,9.643,-23.2405,63.62055,1437899815
2328,3,4.655,-21.43237,64.06558,1437901270
2329,3,6.123,-21.43656,64.06529,1437903970
2330,1,9.404,-21.31516,63.63102,1437914757
2331,4,5.992,-22.11052,63.89091,1437949056
2332,3,5.257,-21.42895,64.06093,1437950790
2333,0,8.449,-22.90703,63.77406,1437955553
2334,2,5.831,-23.77126,63.47467,1437964267
2335,4,7.534,-22.02179,63.90465,1437965387
2336,2,3.512,-23.71891,63.46175,1437966043
2337,0,2.571,-22.75452,63.74335,1437988147
2338,4,2.779,-22.05553,64.01353,1438001004
2339,4,11.351,-21.72862,63.94681,1438009452
2340,0,4.756,-22.63464,63.85225,1438010333
2341,1,7.049,-21.18954,63.94388,1438054646
2342,0,6.434,-22.86226,63.83606,1438073828
2343,3,4.596,-21.3908,64.04836,1438119706
2344,3,8.327,-21.60772,64.02768,1438144697
2345,3,8.253,-21.34653,63.93164,1438149176
2346,0,4.755,-22.74963,63.80963,1438191941
2347,0,12.428,-22.7287,63.80131,1438196214
2348,0,4.483,-22.73576,63.81667,1438199976
2349,0,6.676,-22.7637,63.81093,1438200097
2350,0,1.745,-22.65032,63.84225,1438201523
2351,1,5.222,-21.24377,64.12077,1438208502
2352,1,3.549,-21.27196,63.91845,1438237049
2353,3,8.884,-21.41854,63.95012,1438278380
2354,4,3.995,-22.04065,63.89356,1438334450
2355,1,7.33,-21.18605,63.95916,1438334770
2356,4,9.103,-22.049,63.92909,1438356766
2357,1,4.846,-21.13715,63.96462,1438360730
2358,1,7.139,-21.14861,63.92577,1438424411
2359,1,6.551,-21.14345,63.92867,1438429120
2360,2,10.044,-23.92596,63.40783,1438456045
2361,4,7.452,-22.09222,63.93373,1438457010
2362,2,10.044,-23.96252,63.42995,1438467525
2363,2,10.044,-23.90272,63.41509,1438467951
2364,2,10.044,-23.92484,63.41946,1438468493
2365,1,7.062,-21.17346,63.91997,1438481096
2366,1,6.779,-21.22667,63.95624,1438482035
2367,1,3.294,-21.24447,64.10644,1438503577
2368,5,5.923,-22.16674,63.93998,1438503765
